,review_id,user_id,business_id,stars,useful,funny,cool,text,date,sentiment
13746,DRBnIZ6v4iMvs7Xpiiczrg,92Kf67o-T-D_STFBzgTfHw,1GaooxqCWHzulI2Ub3CXEw,5,0,0,0,"This place is great and veggie friendly.  The tofu appetizer is incredible and the wait staff are all super friendly,  it isa a must have whenever I visit Pittsburgh!",2015-02-17 17:34:58,1
14294,uzKhu2tatMceiDkUhcy06g,-c_t-8ORqOZBuKE-jdY8aQ,1GaooxqCWHzulI2Ub3CXEw,5,2,0,2,"I wanted to pipe in and give a more favorable review of this place. I have loved going here for years!  I will agree that it is not for the authentic Mexican experience - but because they have a good variety of tasty food and drinks.  

I usually go to the Robinson location as it's near my office.  It's a lot more spacious than the Oakland location, which can feel a bit claustrophobic to me on a busy night.  (Though late nights there are fun with half-off food specials after 11...)

I like getting the chips with different dips.  The Yucatan Bean Dip is to die for, and the Dos Equis queso dip and fire-roasted tomato chipotle salsa are also great.  For entrees I usually go with the fish tacos or one of the quesadillas.

They have great lunch specials too.  I can get a huge quesadilla and a salad with their delicious lime-cilantro dressing for like $7!  Good Happy Hour specials, too, on margaritas and drafts.

Authenticity aside, I've been here a million times and I know I will be here a million more.",2009-06-22 00:31:22,1
14299,PPfRcKP46oxsgkGhKAedpg,EUKyydrnh8wTvwtuACsUTQ,1GaooxqCWHzulI2Ub3CXEw,5,0,0,0,Service is always great at Mad Mex South Hills.  My previous review was the only such occurrence there.  Stop by during Happy Hour (or anytime) to enjoy a great selection of Microbrews and Tex Mex goodies!,2015-01-24 17:36:04,1
14347,RbzuHClvJ02KSY1H4uJpGQ,qRV8StkPI-wqik30qICEHw,1GaooxqCWHzulI2Ub3CXEw,5,0,0,0,I absolutely love the atmosphere. Their margaritas are really good. The mango is the best.  Even the original is worth trying.  Get the XX Cheese (queso). The ambience is fun. It's hidden in the back of a plaza so you have to look for it,2016-01-01 17:18:22,1
14217,fK5J8IsTvt7pw97oDaTFCA,AXJJBEnqAfvU6gYjzCVh9w,1GaooxqCWHzulI2Ub3CXEw,1,0,0,0,"While I LOVE Mad Mex, this one is to be avoided.  For whatever reason, they always seem to manage to mess up orders and on a couple of occassions, I've just not felt well after eating there.  Because it's a BB, I just keep thinking I had to be wrong about that.  But after waking up in the middle of the night with all sorts of unpleasant stomach issues, I've had to write this location off.  Go to Robinson instead... (Or BB, please, please get a new KM for this location!)",2014-09-18 15:08:53,0
14219,4AWJyfHXRrCjeDNg_ZKwWA,I_irwU6p_g0b2qx7a5AuIw,1GaooxqCWHzulI2Ub3CXEw,1,2,1,0,"Bad. Three times I ate here. Three times bad food & drink, and lousy service. Funny how one restaurant in a chain can fail when a different location is so much better.
I have had a completely different experience at the Shadyside location. I mean, Mad Mex food is marginal even for Tex Mex, but, the Highland Ave store, at least, made it look all right and had decent cocktails and attentive service.  
I know what to expect from Mad Mex and this store doesn't even clear that so low bar.",2017-06-24 23:27:53,0
14257,yon_zIEYnxSvxluwpAWxng,1JkSEaxPjRvDHFn6GXBtNg,1GaooxqCWHzulI2Ub3CXEw,1,0,0,0,"I went to mad mex for dinner on a Friday night. It was very noisy and I do not recommend for kids. The chicken fajita was over cooked, dry, and charred. Everything was overpriced; drinks, entrees, and dessert.",2012-12-15 00:56:08,0
14281,xUcccyo59nXA7wU3SqW63g,QtqWMef3-cmbZmCCZslPnA,1GaooxqCWHzulI2Ub3CXEw,1,3,0,0,"I'm a big fan of Mad Mex, but this location in particular seems to have some problems. Service is unusually slow and inattentive. On our most recent visit, they advertised the return of the Gobblerito and Pumking beer for one day only. After we were seated, we were told that both had sold out. If you don't have a heavily advertised item available, it's probably a good idea to inform your customers before they are seated. 

I'd recommend both the Shadyside and Monroeville locations over this one.",2016-04-20 14:21:53,0
14312,jUNedIyPCFZhz0-lx8EkQQ,tbfh4Vje_bfR4Sp96yiO4A,1GaooxqCWHzulI2Ub3CXEw,1,0,0,0,Service was mediocre but the food was poor. Burnt chicken in the burrito. My friends burrito which was supposed to be primarily vegetables was about 100% rice. There was no mole sauce as described in the dish. The frozen margaritas were horrible although the regular margaritas where decent but nothing to write home about. There was a charge for chips and salsa for sitting across from the bar but nothing at the bar. This was explained to us before we ordered. The more I think about it the more I can understand that policy. It's bizarre that you can't sit at a table in the bar and order the same food as at the bar and be charged the same price. This restaurant has really gone downhill over the last few years. And I'll never go there again.,2016-01-24 01:07:03,0
10501,zemBkFLqLUfhAg6upw790Q,K3iNdxRAUMrpMxbU1hfCcA,WzVFBhckDWtyFUfC9o9bGA,5,1,0,0,"They have incredible Poki, and the fish salad is to die for.

Our two servers Matt and Bailey did incredible job of educating us on the menu as first time diners.

My wife had fish and chips and I had ono salad, that was very, very good!  It's a great place to eat at prior to going to movie at Shea 14.",2016-04-23 01:34:58,1
12214,jEMxjC0adofmZHJjbVIPSg,adLitnjaqjKzMD7VaEqFgg,WzVFBhckDWtyFUfC9o9bGA,5,0,0,0,"Best Fish Tacos in Town hands down! I've eaten here a few times now and they have been equally fabulous every time. The grilled Mahi mahi that they use is extremely fresh and never even a hint of fishy taste to them. Actually I'm pretty sure people that don't like  fish would even approve of the Mahi mahi that they serve here. In addition to the fish the taco is topped wi an amazing coleslaw mixture and a deliciously refreshing mango salsa that just sets it off. The staff is always very friendly, and the restaurant is always very clean and super contemporary. Theres no wait staff so you order at the counter and they bring your food out to you on a real plate which makes it great if your in a hurry but don't want the fast food experience. Plus they pick up after you. It's such an awesome place and Ive been telling all of my clients about it since I work right across the street. Also the coconut shrimp is really good too but just make sure your hungry. The tacos come in an order of 2 which I was skeptical at first since I'm a Big eater but their HUGE and fill me up every time. I love this place and can't wait to take my friends and family here.",2015-08-05 22:55:54,1
12223,CdVsxYYQl_S_qe-hIpL8jg,o6VgvTEBaOKDd_YLnYTKXA,WzVFBhckDWtyFUfC9o9bGA,5,0,0,0,"If you can't go to Maui for a fish taco, go to Coconuts! The order is two generously-sized grilled fish tacos. I expected the fish to be grilled, but the corn tortillas? Oh my! The tacos are grilled, just lightly browning the tortillas. Their coleslaw is fantastic! Not too sweet, with a lot of great crunch! That yummy coleslaw comes on the taco, along with tomato salsa, and mango salsa. As I said, the tacos are generous and I ate all the deliciousness out of the second taco, sadly leaving those toasty tortillas behind.

I will definitely be back. The food in and of itself would do that. But, the friendly staff makes it even better. As this was my first time, the cashier gave me several suggestions. But, I decided to start with those Zagat-rated Best fish tacos. But, there are several things on the menu to accommodate every fish lover's palate.

This is not a sit down and order restaurant. You order at the counter and the food is brought to your table. So, it's definitely a casual dining experience. At least twice I was asked by an employee how my meal was and if I needed anything while I ate on their good-sized outdoor patio.

What a find! Check it out! Unless you are lucky enough to be heading to Hawaii. On second thought, try the location in Maui, if that's the case!",2016-04-06 19:14:32,1
12231,c0D8nnZV01TxWNcK4HDCdg,Vw2sq3FnNPwsppeHTHd3ng,WzVFBhckDWtyFUfC9o9bGA,5,0,0,1,Very few places are as consistent as COCONUTS.  The location at Scottsdale and Shea is just as good as their original location.  My favorite is the CHICKEN TACO MOUNTAIN.  The fish is awesome too,2016-01-23 05:07:10,1
12291,OML85Ya2a9cjt2XBrArubQ,_HyYOvfol-pvYCqIihQDVg,WzVFBhckDWtyFUfC9o9bGA,5,0,0,0,"Best fish tacos I've had since I was in Hawaii, actually tastes just the same. Love this place. Food is fresh, service is great.",2016-02-07 08:53:07,1
10536,1Wfid6I6yptHErVh1ZDlbw,JjQbdQ7Y91qsssm0vbVyVg,WzVFBhckDWtyFUfC9o9bGA,1,1,3,1,"Although the food is really good at a great price, this is NOT what this review will be about. THERE are TOO MANY other RESTAURANTS out there with GREAT FOOD. The service, the attitudes of the servers and the manager at this location is appalling. My wife and I arrived at the counter at 8:30pm and were immediately told the restaurant closes at 9pm. I informed this extremely rude worker that 9pm was 30 minutes from then and he replied ""just need to let you know."" I said we were going to sit on the patio anyway and he replied ""we have problems with people wanting to sit out there for 2 hours"". I'm thinking, Okay, well whatever... You know when that little voice says ""LEAVE!"" ,... well, yeah, I ignored it. Boy was I sorry I dd. As if this wasn't bad enough, it gets worse!!  The food finally came (normally I wouldn't have worried about it ... but we were on a time clock!!) I asked for an extra plate so my wife and I could share one of the dishes, it literally took the guy 5 minutes to get it to us. At 8:45 they start dumping the ice tea after we asked him to please save the one tea my wife drinks and wanted to get one to go. I had to go in to ask again if they could save the tea. I noticed this woman with a gallon jug filling it up with ice tea and I asked if they were going to put that out so we can get refills from it... She looked at me and stated NO! This was for an employee who wanted to take home ice tea. (side note: hope the employee is paying for it!!)  Right about this time a HUGE group of about 10 people walked in and wanted to eat and this guy tells them, we're closing. Sorry!... The group said, ""I thought you were open until 9pm?"" And he said, ""well it's almost that time now, Sorry!"" UNBELIEVABLE!! At 8:50 this same guy and girl come out onto the patio and start stacking chairs REALLY LOUDLY and it seemed quite obvious at this point that they wanted us to pack up our food and leave!! I looked at my wife and stated I am staying here until 9pm and I'm going to enjoy my food and ignore the RUDENESS of these employees. When they were done stacking chairs and bringing them into the restaurant this NASTY GUY comes up to us and looks at our food & says ""Oh, looks like you still have some food left"" and started to walk away. (It was 8:58pm)... at this point I took the opportunity to let this young man know how rude he was being. How his attitude, words and behavior has made us extremely uncomfortable and will definitely make us NOT want to come there any more. At that point the woman walks over to us and identifies herself as the manager (WHAT?? REALLY??!!!)... and says, ""the owner makes us clock out at 9:30pm or we get in big trouble so we have to make people leave by 9pm."" I asked for the owners name or card as I want to speak with him about this ridiculous policy and it is basically running patrons off. She said he doesn't have a phone number, just an email address. And he's already received complaints about it, but doesn't care. I was shocked at this and want to leave a MESSAGE DIRECTLY TO THE OWNER!! If this truly is your policy I say to you, there are literally THOUSANDS of other places to eat and HUNDREDS of new restaurants opening up and begging for business. Although I WILL NEVER EAT HERE AGAIN, you will continually & constantly lose customers with this negative and offensive attitude and behavior...  your employees will not only NOT be clocking out by 9:30... they won't be clocking out at all, as you've run everyone from your business and your doors will close just like the last 10 restaurants in that same location has done before you. GOOD RIDDANCE!",2016-08-25 17:34:47,0
13043,FMqmwACLUW90xB9pEMkX0g,zzRHRAMdiM13Vp1N_BCxoA,WzVFBhckDWtyFUfC9o9bGA,1,0,0,0,"Yesterday was my second time eating here. The first time was a couple of weeks ago and everything was really great. Yesterday - not so much. Both my daughter and I got sick after eating here. Sorry, but we will not be back. Not sure if it was the fish, tartar sauce, or coleslaw that did it. My daughter swears it was the fish.",2015-10-22 22:23:48,0
12129,8shT0AVcMfbK-7oSFl--aA,JWyv22HQYwemNa_4_eB8SA,WzVFBhckDWtyFUfC9o9bGA,1,0,0,0,"The food was absolutely boring. Everything we ordered had almost the same boring sweet flavor.

Fish tacos: Salt pepper seasoned DRY DRY fish with tons of cabbage some mango and other fixings. Overall flavor was mild mayonnaise sweet. No pop of flavors or interesting flavor profile. Absolutely a waste of $11(or something like that). Seriously, I have had better tacos at Rubio's..they are not very fancy but they always hit the spot and have tons of flavor. Their salsa bar is absolutely fantastic as well and it costs much less. I don't know why people have given their fish tacos such good ratings. Tacos are HUGE though.

Fish Taco Mountain : Again the same sweet flavor profile and again very dry fish with tons of cabbage. Nothing interesting or worth the money. What a waste of money and Friday night appetite.

Would not go back for more disappointment.
Ordered a take out so cannot comment on the service. They would not prepare blackened or cajun fish for your taco or any taco related order. They are pretty firm on serving you their boring recipe.",2017-07-15 05:32:36,0
11838,DobpBxZ3n-jnKsoWvt3k5g,ABGZ8f6eYpz6Rd3uze9Ufg,WzVFBhckDWtyFUfC9o9bGA,1,0,0,0,"Was I. disappointed.  After the rave reviews, I was not prepared for the mediocre food.  The fish was over cooked and close to burnt.  The fries were greasy and soggy.  The meals are way over priced,
especially since you basically wait on yourself.  They even scrimp on the self serve drinks by providing small cups.",2016-09-12 01:45:41,0
10528,bliIRhx8ZtEE9DlRXRzUqA,wix14bBFkrxWEQCY55Ln0g,WzVFBhckDWtyFUfC9o9bGA,2,0,0,0,"After reading the reviews we took a drive North to try Coconuts.

Unfortunately we were just disappointed, we just found nothing special about the food.

We had grilled fish tacos and fried shrimp.  The tacos really just had no taste, were just bland.  Best part of the taco was the tortillas.

Fried shrimp were nothing special, just plain old fried shrimp.

Service was good, all the staff were accommodating and pleasant.",2016-12-04 06:27:18,0
13472,B1yJJYuV5GAQIabdKXw7ww,cV0DK1KpoawONIR8vE5j1Q,4POPYEONJpkfhWOMx_PyGg,5,0,0,0,"Best dinner I've had to date...

I know this is frowned upon, but I ordered a well-done new york strip.  The waiter recommended having it butterflied and it turned out perfectly.  Still melted in my mouth and still had that juicy, beautifully grilled flavor.

Excellent service and ambiance, not too quiet or too loud... (granted we visited late on a weeknight back in May of 2013).

My friend (who has a more qualified palate) had the prime rib and also delighted in the flavor, presentation, and service.",2014-04-19 18:40:11,1
14541,KVJ-t4sMNKcmSRaHfMU9DQ,dBH2K8IBR9IXOKDe1kRFUw,4POPYEONJpkfhWOMx_PyGg,5,0,0,1,"Decided to have my husbands 40th Birthday dinner here in one of their private rooms - The Commissioners Room located upstairs. I have dined here before so there was no hesitation I made the right choice. 

The service was very attentive and did not miss a beat. The Sommelier approached me as soon as our party arrived to go over some wine options and together we picked out a very delicious bottle to be consumed throughout the night. 

Appetizers are all very good, Burrata, Tempura Shrimp & Crab cakes just to name a few. 
Steaks were all cooked to perfection and the variety of sides ordered for the table were all enjoyed thoroughly. 

The Pastry Chef was nice enough to make a large Nutella Banana Cheesecake for our party (currently on the menu) and people are still talking about how sensational it was. I Would not hesitate to host a private party there anytime in the near future. Excellent!",2016-10-23 20:33:15,1
14496,WaHMDmE0C7jgbsMIDgbhDQ,X-VOe5bzT9EJu_L_Bt0nLQ,4POPYEONJpkfhWOMx_PyGg,5,0,0,0,"I came to Harbour Sixty last week and the food was really good!  The steak melted in your mouth. It was cooked perfectly!  I ordered the Pan Roasted Arctic Char. The fish was lacking some flavour but the sides that it came with were delicious!  I loved the flavours of the salsa verde and the Jerusalem artichoke. It made the dish spectacular.  To enhance the flavour of my fish I added lemon and lime. 

My friends steak was to die for. I wasn't craving steak since it was 10pm but if I go there again, I will make sure I'm there earlier so I can order a steak. 

We started with the shrimp cocktail and it was delicious. The shrimps were huge and  scrumptious. I highly recommend that appetizer. It comes with three jumbo shrimps so if you have a bigger party, you may want to order a few. 

We also ordered a side of asparagus and mashed potatoes. The asparagus was really good!  I loved them. Unfortunately, I couldn't try the mashed potatoes because they had dairy in them but my friend said they were really good.

Allover, I would definitely return to Harbour Sixty to enjoy a nice dinner. 

Tips:
If I had to choose between Harbour Sixty and Ruth Chris. I would definitely go back to Harbour Sixty!

Valet parking is free. Just remember to tip the driver.",2016-03-14 12:37:54,1
14465,IvupS_YK_sxnTLQHQE3E-w,VO-0XR2ZcQSOiJ1BaWV1hg,4POPYEONJpkfhWOMx_PyGg,5,0,0,1,"Best steak I have ever eaten.  4 of us went, ate in bar.  Well worth it - pricey, but excellent food.  I ate gnocchi side, some people ate fries, other apps, steak, wine, dessert, etc.  The guys also liked the eye-candy servers in the bar.  Yum yum.",2011-10-18 05:29:43,1
14419,fkacSQbKFk13QXgQQMbRKQ,l0uKMipnY5z1aPltLWePOw,4POPYEONJpkfhWOMx_PyGg,5,0,0,0,"Great service, great food.  those shrimp are HUGE.  The steak I had was superb.  The creme brule could have used some work but overall I was delighted by the experience at Harbour Sixty.

Highly recommended.  Everything is fresh.  Definitely not for those on a budget.  Save up your money and go one time!",2012-02-28 23:57:31,1
14231,5o1LwG6hH4KAgEn2ESXjOw,0FVcoJko1kfZCrJRfssfIA,4POPYEONJpkfhWOMx_PyGg,1,12,5,0,"I went here for my friend's 30th birthday dinner and just thinking about yesterday's dinner upsets me still. 

The food was terrible. Absolutely, undeniably, terrible. I would not have expected such an establishment to serve such mediocre food. I read a few negative yelp reviews but they were far and in between. I was willing to give them the benefit of the doubt. 

Those that praise this place's food, I am speechless. 

The pricing is RIDICULOUS. I love fine dining. I can, and am willing, to spend hundreds on meals as long as the price warrants the experience. 

This place, does not.

We were a group of 15 and we booked the Louis XIII Room. Also known as the famous ""room that Drake filmed his music video in"". Every single person of the 15 left unsatisfied and upset.

We pulled up to valet and went through the front doors to be greeted by... Noone. We waited and decided to walk through. Waiters zoomed by us without a greeting. We were confused. The ceilings were really really low. There were no windows. We felt like we were in a cruise ship, trapped. Finally we were able to find the hostess stand tucked away somewhere. 

We decided to get a drink at the bar. The cocktails ranged from $26 to $45 - These were more expensive than cocktails at Dbar at Four Seasons. The bar was a standard bar, that looked pretty much like what I had in the basement of my house, not a fancy well-stocked bar. Surprising that the bar would be this lacking and so, ordinary, for such an establishment.

We finished our cocktails (at least the were strong to numb the pain of terrible overpriced food) and as we were about to get up from our seats a waitress with a flaming baked Alaska yelled ""BEHIND YOU WATCH OUT"" as she ran past us. I feel like she could've waited and let us pass first, not like we are at a marketplace. Rude.

We made our way back down the nondescript stairs to the low-ceiling area i.e. basement where the Louis XIII Room turned out to be as well. It was a cramped room with a wooden table that was much too large for the size of the room. The chandeliers were modern in a tacky way. There were about thirty champagne flutes lined up on the far side of the wall and another thirty glasses behind me. I felt like I was in a random storage room of the restaurant. The glasses were there in the beginning, were unused, and left there for the whole night. 

Service was mediocre. We had only one waitress to serve all of us for the entire evening. 

I asked pricing for the market price items: Beluga Caviar was ($245) and the Kobe Beef Steak  was ($450). We traveled to Tokyo and had mouth watering Kobe Beef steak. We decided not to take the risk here.

Alcohol:
We ordered ordinary shots of Hennessy for the birthday girl. The were $40 each. The cheapest half bottle of red was $36 with the 2nd cheapest being $50 - some Tuscan Sangiovese blend. It was great because they didn't cook it! 

Appetizers:
Crab cakes ($22) to share for two, they plated it separately so we can each have one crab cake(!).   I asked them to go easy on the salt (based on Yelp reviews). They still came out salty. 

Ahi Tuna Tartare ($25) very bland. Not seasoned all the way through. Raw tuna was very chunky. Generous portion though.

Watermelon Salad - This salad made the whole table laugh. It was watermelon sprinkled with feta cheese (the same feta cheese left out on the table to eat with the bread). 

Mains:
Prime Rib ($52),  medium rare. The cut had so much cartilage my fingers were starting to spasm and hurt from trying to saw my way through the cartilage. The meat was bland. I couldn't swallow the pieces of cartilage - I left most of it untouched.

Bone in Rib Steak ($52). It was cut too thick and was overly charred on the outside that it gave a bitter aftertaste. Also left most of it untouched.

Sides:
Asparagus (half, $6.50). Tasted very ordinary 
Lobster Mashed Potatoes ($15) - tiny piece of lobster on top of mashed potatoes, the potatoes tasted like the mashed potato mix you can get at the supermarket
Roasted Cauliflower - This was probably the only dish that was gourmet. Had a strong taste of curry and was charred well. Over seasoned but memorable.

Sauce:
Foie Gras and Truffle au Jus ($3) - What an odd tasting sauce. It was kind of tangy and sweet with a strong molasses type flavour but maybe burnt? Not recommended. First, the lady set it down for the guest to the left of me so I told her it was mine. She looked at me, POINTED at the guest to my left and said ""NO ITS HIS"" then came back and said ""ITS ACTUALLY YOURS"".  I thought pointing was rude?

Dessert:
I don't remember, the food was so terrible I just drank more wine to numb myself so I can go home and lament over my $400 I just burn to a crisp.

Please, for the love of God, do not eat here. Go to Jacob's Steakhouse for your money or even The Keg.

Oh, one good thing - they have really nice toilets with bidets.",2015-07-24 18:26:38,0
14133,HrMRs7EOHeT0d1Ko2tOh9g,pbfzhxrTZefKUutowklZNw,4POPYEONJpkfhWOMx_PyGg,1,3,0,0,"Been there twice, the recent visit is horrible, order the Kobe beef, 0 quality!!!! It is a breakfast steak!!!! Go buy some from local Japanese supplier and cook for yourself. 
Automatic charged 25% tip!!!! 
Terrible service too, no reaction to whatever you suggest. 
All in all, no taste, no class. just wait to get your money.",2017-12-09 15:33:08,0
14212,FYIV9fgDhNKqSHuf2ZBYkg,nWIhNDPHYETf7HMrepDmkw,4POPYEONJpkfhWOMx_PyGg,1,3,0,1,"Haven't been there in a while and for good reason. I took my son there last week and what was a pretty good meal was spoiled with the $56 glass of wine. I simply asked for a glass of red with my main. When I got home I looked over the bill and ""wow"": They charged me $56 for a glass of wine. I have paid more for wine in the past but chose to do so during a special occasion. Asking for a glass of wine during a casual dinner with your 11 year old son and getting a $56 glass is not the right thing to do. They have offered to treat me next time I am in but that is not the point. It's just deceitful.",2012-11-21 06:20:14,0
14262,LsAGYB-w8iYBEhs81S5-0g,ZYu9vVywiF5np-n2eV3JJQ,4POPYEONJpkfhWOMx_PyGg,1,11,3,1,"Terrible. My bf and I came here after reading great reviews online. For our appetizers, we ordered Calamari and Ahi Tuna Tartar. For our mains, we both ordered Filet Mignon with Mashed Potatoes and Broccolini on the side to share. We were expecting high quality food based on the reviews and the price for everything we ordered, but we were in for a surprise.

After placing our orders, the waiter came back in less than 5 minutes with the Calamari. We were surprised at how fast it came out because usually it should take at least 15 minutes to freshly prepare a new batch, especially at a high-end restaurant. The calamari wasn't hot, fresh or crispy. The texture was more on the soggy side, as if the calamari was sitting out and just reheated. Definitely a bad start to our meal. The Ahi Tuna Tartar was another terrible dish, worse than the calamari for sure. The Ahi Tuna was warm and the flavours of the sauce were just bad. 

Now for the Filet Mignon, we both ordered our steaks medium rare and the outer edges were fine but the center of the steak was too raw for us, and the outside crust of the steak was really dry and overcooked. One thing I noticed when eating my steak was that I tasted a lot of curry flavour. I'm not sure if the steak was meant to have a curry taste, but I definitely tasted it and it wasn't pleasant at all. No steak should be served with curry flavour unless it was stated directly on the menu.

We had a terrible dining experience at Harbour Sixty and we couldn't understand how this restaurant received many great reviews. Either the chef on duty was severely slacking that day or that this is the norm for the restaurant. We've been to several high-end restaurants and never have we experienced such distasteful food, especially the extra added curry flavour on the steak. It's extremely unbelievable at how much money we spent on poor quality food. I don't recommend this restaurant to anybody considering it because there are tons of steakhouses, such as Jacobs & Co Steakhouse, that offer top quality food at almost the same price.",2015-01-26 17:38:56,0
14308,TrERoapDiZ8I5XPZTTzlrA,f0-IjxdBqNuMT5RVopNaQQ,4POPYEONJpkfhWOMx_PyGg,1,8,1,0,"I am writing regarding a tremendously awful experience that I, 2 colleagues, 2 clients and 3 special guests (2 professional athletes and their agent) had at this restaurant last night. We had a 6:30PM reservation and when we called prior to the reservation to let them know one additional guest would be joining, we were told by the staff that they could accommodate but that we would have to be done by 7:45PM. I was in shock at that comment since A) the restaurant is an expensive one and I'd expect you to understand guests would want to take their time to enjoy that expensive experience and B) that's just not an appropriate thing to say to a customer. I ignored the comment from the hostess for both reasons mentioned above and shook it off prior to arriving.

Fast forward to dinner; I'm sitting at our table and the server greets me with ""I'm sorry you have to leave so soon!"" to which I replied... ""What do you mean? We have nothing scheduled for after dinner"" he said ""we have another party coming in here at 8"" (i.e. You people need to leave). 

The next hour and 15 minutes were about as enjoyable as a well done steak. I could sense we were being rushed by our server and the bus boys from the first course to the third... wait a minute... from the first course to the second since we weren't even offered coffee or dessert but presented with the check instead! I've never experienced treatment like this at ANY restaurant, let alone at one as upscale as this one. The $1,500 bill was not too shabby, so it was not as if we were taking up valuable space and splitting 3 side orders. We bought expensive wine, appetizers, salads, steaks and sides (not to mention a $120 lobster special that should have only been a lobster tail one of the guests asked for... something I could write a separate post about) so to be treated like that and rushed out in that manner was absolutely uncalled for. 

The food was good - I can't complain too much about that; but the service was so embarrassing (for both the restaurant and myself to be treated that way in front of my clients) that it has completely overshadowed any bite of that meal. The lobster (which they incorrectly ordered on our behalf and charged us for), was not good. Not at all. It wasn't worth $25.... And yet we were charged $120. 

I spent $190 on each guest and it might as well have been McDonalds.",2016-12-10 19:53:42,0
3274,juXI8hZWueT3ePcL7AC13g,kAH6j6zwpg-Vy505f0RBtQ,1PJpo48hSChCbriXEHGSjw,5,3,0,1,"Spectacular. Everything splendid. World class, small French-style plates. Had the ravioli w/ Swiss chard. Brilliant. Great spot all-around.",2016-09-18 21:21:41,1
3762,oBg941cbQrw1WaXbehq2oA,5R7fhUBpYo57UIySqVkg9g,1PJpo48hSChCbriXEHGSjw,5,3,0,4,"I would have to say the best restaurant in Toronto. Still. It has outlasted so many trendy ones that have come and gone. Boba came second, but sadly is gone now.

Best foie gras I have ever tasted. Ever. And yes, this includes many forays into the Southwest of France itself. The maple syrup demi-glace is genius.

Sadly the caribou tenderloin has slipped from the menu. It was simply heaven. As was the mini-rabbit appetizer.

Save room for dessert. The Almond stuffed pear tatin on red plum puree
with cardomon ice cream is a taste you will never taste again.",2011-01-21 19:49:37,1
4265,aF4Vc_OnS7-vhvHAgwl0Ag,Z4tAQL1xSoS1ABNEufUT9Q,1PJpo48hSChCbriXEHGSjw,5,2,2,1,"Amazing restaurant opened by two brothers almost 20 years ago after their experiences at other high end Toronto locations (Cibo and Prego). The wine list is unmatched in the city and most likely in the entire country. From Jackson Triggs to vintage Petrus. The menu is great, while constantly changes. The steak is a constant and is always of the highest quality. Well informed staff, many of who have been their since the opening.",2015-01-15 16:20:57,1
4222,Zva_hqUNk6f47tzS58aY5w,GjyshjDsi9SlV3b_LE-9Cw,1PJpo48hSChCbriXEHGSjw,5,1,0,0,"I went here once in August due to it being right next to my high school where I was of course going to go back to in a week. Opus sits perfectly in Yorkville, though it is not inexpensive. Around $70 CAD per person if you don't include alcohol. Speaking of alcohol, they have an amazing wine list that spans across the entire globe over the course of 90 pages. I knew that I would not get the the Petrus 1963 wine which cost over $40,000 CAD.

Cuisine: Innovating European fine dining with slight Canadian twists. The best of it's kind in the city.

No. of guests: 3
This was planned by my family who thought I deserved something for passing my first semester of school with flying colours.

Meal time: Dinner

Cost: $$$$
The menu changes frequently, though it usually maintains the price range of $16-25 CAD for Appetizers, $120-395 CAD for Caviar, $35-45 CAD for a Main Course, $7-11 CAD for dessert, and around $20 CAD for cheese,

Ambiance and setting:
Looks like an abandoned, vegetation infested building from the outside. This will fool you instantly, because the moment you walk inside you will see jet black walls with a breathtaking bar. The waiters and co-owners greet you as they come dressed in tuxedos. They always bring a nice option of some sort of tomato-cornmeal bread before you order any drinks of appetizers, It's an overall dimly lit dark restaurant that really makes you feel as if you are dining at quite a serious place. 

Service:
Amazing, They will reveal the price of all items as their faces are locked with a heartwarming grin. They will recommend any wine or food they see fit, I was served by a man named Tony.

The Chef: We did not get the chance to meet him, though I believe his name is Jason Cox and if he's anything like the food he made us then he's amazing.

The food: You may order anything off the menu along with a bottle of wine of your choice. They have beautiful hotplates and bowls that all have a beautiful vibe to them.

The Experience: When you leave with the taste of the food in your mouth you will always be happy. This is what the restaurant is, Happy and beautiful, nigh-tearjerking.

This is good place to come once every 4 to 6 months if you are adventurous when it comes to food.",2017-08-26 14:17:02,1
4189,-GEC_Nm7IKSvtsMksp-ogg,AM79-gy1xhHTl6yR9EglHw,1PJpo48hSChCbriXEHGSjw,5,0,0,0,"I love this place, I first came in 1997 and still as good or better, and the owners are always there to make sure you have a good experience. I could eat the foie grass  all day.",2018-05-07 23:02:07,1
