,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,food_check_score,dollar_signs
12790,umBsUDjSPzF28LOw-U_NfA,Ricky's Tacos & Beer,7323 E Shoeman Ln,Scottsdale,AZ,85251,33.500515,-111.923177,3.5,87,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'Music': '{}', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'Smoking': ""u'outdoor'"", 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'""}","Latin American, Nightlife, Bars, Restaurants, Mexican","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",56,3
12995,AyH8VVj9CvGRCoCVsk-N5g,Ichiban Steakhouse & Sushi Bar,1500 Village Run Rd,Wexford,PA,15090,40.6335562,-80.0575352,3.5,50,1,"{'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Steakhouses, Sushi Bars, Food, Restaurants, Japanese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '13:0-22:30', 'Sunday': '12:0-22:30'}",50,4
13795,J_h3PRl7_6xmOy2C7dvs-Q,Nazca Bar & Grill,35700 Lakeland Blvd,Eastlake,OH,44095,41.434188,-81.49874799999999,3.0,51,0,"{'HasTV': 'True', 'BikeParking': 'False', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True'}","Latin American, Peruvian, Restaurants, Nightlife, Bars","{'Tuesday': '17:0-2:30', 'Wednesday': '17:0-2:30', 'Thursday': '17:0-2:30', 'Friday': '17:0-2:30', 'Saturday': '17:0-2:30', 'Sunday': '11:0-22:0'}",48,1
13994,ZutV9Vv10b0omdZD1_zf6Q,Chez Tousignant,6956 Rue Drolet,Montréal,QC,H2S 2T3,45.5361242,-73.61233349999999,4.0,81,1,"{'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'DriveThru': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True'}","Canadian (New), Restaurants, Hot Dogs, Comfort Food, Sandwiches, Fast Food, Burgers","{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",69,1
14304,pvjPOBfYF2QbkqNY3xHC-A,Hong Kong Bistro,"4990 S Gilbert Rd, Ste 8",Chandler,AZ,85249,33.2341019292,-111.78987979889999,3.5,79,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Chinese, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",62,2
14829,-b94nkPVLQw95zgtDhcpYA,The Works Gourmet Burger Bistro,60 Wellington Street E,Toronto,ON,M5E 1C9,43.6484924,-79.3738547,3.5,164,1,"{'Caters': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'beer_and_wine'"", 'OutdoorSeating': 'True'}","Burgers, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",50,3
14884,ixGb4NLfgD90wZHlw94rLw,Pizza La Rosa,"2555 Victoria Park Avenue, Unit 19",Toronto,ON,M1T 1A3,43.7725733,-79.3218593,4.0,67,1,"{'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True'}","Fast Food, Italian, Sandwiches, Salad, Restaurants, Halal, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",65,3
15535,74Ev0iqPnrmh4i7Wj4PMOw,Barrington's,7822 Fairview Rd,Charlotte,NC,28226,35.1469687,-80.8086157,4.0,102,1,"{'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'dressy'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsTakeOut': 'True'}","American (New), Restaurants","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-23:0', 'Saturday': '17:30-23:0'}",62,2
15780,JwyH48vqADWY6HieOMDxgQ,My Big Fat Greek Restaurant,525 S Mill Ave,Tempe,AZ,85281,33.4246763733,-111.93985089569999,3.5,276,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'""}","Mediterranean, Restaurants, Greek, American (Traditional)","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",63,1
17744,C9QVknXuoDBdR9CBa_Flyw,Saffron Spice Kitchen,459 Queen Street W,Toronto,ON,M5V 2A9,43.6485506,-79.3972173,4.0,112,1,"{'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Indian, Soup, Sandwiches","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-19:0'}",64,3
19201,s2B_ZeSGTlQ3qbm0dOY5rg,Hwy 55 Burgers Shakes & Fries,4847 Shopton Rd,Charlotte,NC,28278,35.171096999999996,-80.96354740000001,3.0,71,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True'}","Ice Cream & Frozen Yogurt, Restaurants, Burgers, American (Traditional), Food, Fast Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",39,2
19309,wN2zNgEK-QizEA_NKAHj6Q,RA Sushi Bar Restaurant,"4921 E Ray Rd, Ste B1",Phoenix,AZ,85044,33.3172434,-111.97651640000001,3.0,316,1,"{'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Japanese, Soup, Sushi Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '17:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",50,3
19419,O3swSW2vRXaPrfe0G00ngw,Denny's,1343 W Broadway,Tempe,AZ,85282,33.4070950406,-111.9597762823,3.0,50,1,"{'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}""}","Breakfast & Brunch, American (Traditional), Diners, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",37,1
20911,ebwM2pckHieHvK6h1scuBw,Lazeez Mediterranean Grill,9311 Jw Clay Blvd,Charlotte,NC,28262,35.311397,-80.7463342,3.5,124,1,"{'RestaurantsDelivery': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'Smoking': ""u'outdoor'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'""}","Restaurants, Bars, Cocktail Bars, Mediterranean, Halal, Nightlife, Middle Eastern","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",62,4
21088,S75Lf-Q3bCCckQ3w7mSN2g,Notorious Burgers,8777 N Scottsdale Rd,Scottsdale,AZ,85253,33.564852,-111.92557240000002,3.5,100,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'GoodForKids': 'True'}","Nightlife, American (New), Burgers, Comfort Food, Cocktail Bars, Restaurants, Food, Bars, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",55,4
22082,9Z_6rRy7Tl_C6HIgm7y6FA,Grand Dragon,4730 W Olive Ave,Glendale,AZ,85302,33.567794799999994,-112.1611773,4.0,90,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""'no'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False'}","Chinese, Restaurants","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",67,1
22739,T2JwvV8hH15KbnS1OCnrJg,Thai Elephant Restaurant,16610 Lorain Ave,Cleveland,OH,44111,41.450942700000006,-81.8139555,4.0,90,1,"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Thai, Food, Poke, Restaurants","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '17:0-21:0'}",66,4
23310,MpovsyjkSkchD7ssAdEVKQ,Charlie Palmer Steak,3960 S Las Vegas Blvd,Las Vegas,NV,89119,36.0909158,-115.1737761,4.0,470,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsPriceRange2': '4', 'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'GoodForKids': 'False', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'WiFi': ""u'paid'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True'}","American (New), Steakhouses, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:30', 'Wednesday': '17:0-22:30', 'Thursday': '13:0-20:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:30'}",63,1
23449,k5ddmLvAKKw9zSusRPM2cQ,Poppa Naps BBQ,,Las Vegas,NV,89121,36.1165487,-115.0881146,5.0,119,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","American (New), Barbeque, Food Stands, Caterers, Hot Dogs, Restaurants, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",79,2
24522,HfuIfYB_CxMAAJiEnxDl9w,Sushi Loca,6181 Centennial Center Blvd,Las Vegas,NV,89149,36.272557899999995,-115.2667649,3.5,438,1,"{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""'no'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Sushi Bars, Japanese, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",62,1
